method,seed,task_id,episode,step,subgoal_x,subgoal_y,is_direct_goal,planned_waypoints,lookahead_x,lookahead_y,dist_to_lookahead,attention_targets,attention_weights,stuck_count
Single-Intention Baseline,1,1,0,33,0.5115891098976135,-0.4900732040405273,False,[],,,,,,
Single-Intention Baseline,1,1,0,34,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,35,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,36,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,37,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,38,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,39,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,40,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,41,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,42,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,43,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,44,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,45,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,46,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,47,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,48,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,49,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,50,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,51,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,52,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,53,0.5178970694541931,2.8948819637298584,False,[],,,,,,
Single-Intention Baseline,1,1,0,54,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,55,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,56,0.5178970694541931,2.8948819637298584,False,[],,,,,,
Single-Intention Baseline,1,1,0,57,0.5178970694541931,2.8948819637298584,False,[],,,,,,
Single-Intention Baseline,1,1,0,58,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,59,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,60,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,61,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,62,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,63,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,64,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,65,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,66,-0.020089816302061,4.112105846405029,False,[],,,,,,
Single-Intention Baseline,1,1,0,67,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,68,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,69,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,70,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,71,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,72,-0.7355813980102539,1.8795366287231443,False,[],,,,,,
Single-Intention Baseline,1,1,0,73,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,74,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,75,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,76,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,77,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,78,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,79,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,80,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,81,4.258236408233643,5.046460151672363,False,[],,,,,,
Single-Intention Baseline,1,1,0,82,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,83,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,84,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,85,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,86,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,87,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,88,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,89,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,90,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,91,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,92,4.343856334686279,6.438032627105713,False,[],,,,,,
Single-Intention Baseline,1,1,0,93,3.791074752807617,7.093771934509277,False,[],,,,,,
Single-Intention Baseline,1,1,0,94,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,95,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,96,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,97,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,98,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,99,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,100,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,101,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,102,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,103,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,104,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,105,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,106,5.0651397705078125,7.0870771408081055,False,[],,,,,,
Single-Intention Baseline,1,1,0,107,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,108,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,109,4.358940124511719,7.140298366546631,False,[],,,,,,
Single-Intention Baseline,1,1,0,110,4.319291591644287,8.831806182861328,False,[],,,,,,
Single-Intention Baseline,1,1,0,111,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,112,5.0651397705078125,7.0870771408081055,False,[],,,,,,
Single-Intention Baseline,1,1,0,113,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,114,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,115,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,116,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,117,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,118,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,119,5.0651397705078125,7.0870771408081055,False,[],,,,,,
Single-Intention Baseline,1,1,0,120,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,121,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,122,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,123,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,124,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,125,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,126,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,127,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,128,10.528524398803713,8.660561561584473,False,[],,,,,,
Single-Intention Baseline,1,1,0,129,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,130,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,131,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,132,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,133,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,134,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,135,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,136,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,137,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,138,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,139,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,140,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,141,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,142,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,143,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,144,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,145,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,146,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,147,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,148,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,149,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,150,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,151,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,152,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,153,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,154,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,155,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,156,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,157,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,158,15.810449600219728,11.864246368408203,False,[],,,,,,
Single-Intention Baseline,1,1,0,159,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,160,15.810449600219728,11.864246368408203,False,[],,,,,,
Single-Intention Baseline,1,1,0,161,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,162,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,163,15.810449600219728,11.864246368408203,False,[],,,,,,
Single-Intention Baseline,1,1,0,164,15.069252014160156,12.1100492477417,False,[],,,,,,
Single-Intention Baseline,1,1,0,165,15.810449600219728,11.864246368408203,False,[],,,,,,
Single-Intention Baseline,1,1,0,166,19.050735473632812,14.653396606445312,False,[],,,,,,
Single-Intention Baseline,1,1,0,167,19.050735473632812,14.653396606445312,False,[],,,,,,
Single-Intention Baseline,1,1,0,168,15.810449600219728,11.864246368408203,False,[],,,,,,
Single-Intention Baseline,1,1,0,169,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,170,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,171,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,172,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,173,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,174,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,175,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,176,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,177,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,178,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,179,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,180,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,181,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,182,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,183,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,184,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,185,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,186,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,187,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,188,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,189,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,190,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,191,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,192,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,193,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,194,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,195,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,196,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,197,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,198,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,199,19.671606063842773,16.448209762573242,False,[],,,,,,
Single-Intention Baseline,1,1,0,200,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,201,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,202,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,203,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,204,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,205,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,206,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,207,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,208,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,209,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,210,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,211,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,212,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,213,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,214,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,215,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,216,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,217,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,218,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,219,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,220,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,221,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,222,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,223,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,224,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,225,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,226,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,227,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,228,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,229,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,230,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,231,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,232,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,233,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,234,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,235,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,236,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,237,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,238,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,239,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,240,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,241,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,242,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,243,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,244,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,245,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,246,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,247,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,248,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,249,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,250,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,251,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,252,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,253,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,254,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,255,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,256,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,257,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,258,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,259,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,260,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,261,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,262,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,263,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,264,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,265,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,266,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,267,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,268,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,269,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,270,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,271,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,272,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,273,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,274,18.94873046875,16.884424209594727,False,[],,,,,,
Single-Intention Baseline,1,1,0,275,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,276,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,277,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,278,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,279,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,280,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,281,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,282,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,283,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,284,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,285,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,286,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,287,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,288,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,289,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,290,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,291,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,292,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,293,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,294,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,295,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,296,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,297,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,298,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,299,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,300,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,301,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,302,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,303,19.87292861938477,18.323810577392575,False,[],,,,,,
Single-Intention Baseline,1,1,0,304,19.87292861938477,18.323810577392575,False,[],,,,,,
